ゴーズゴー 吉祥寺(e)店(go s go),http://www.gosgo.jp/,東京都武蔵野市吉祥寺本町２‐２５‐７‐２Ｆ 
ミチカケ(michikake),http://michikake.net/,東京都武蔵野市吉祥寺南町１－２３－１７　吉祥寺南町オフィス２Ｆ 
ゴーズゴー 吉祥寺店(go s go),http://www.gosgo.jp/,東京都武蔵野市吉祥寺東町２-6-1-1F 
ラグタブフロアー(Laug(h) tab Floor),http://www.laug-tab.jp,東京都武蔵野市吉祥寺本町１－３０－１６　加藤ビル２Ａ 
レディア 吉祥寺(Ladia),,東京都武蔵野市吉祥寺南町１-5-12松井ビル3Ｆ 
ティーケーフォーヘアサロン(T.K for hair salon),http://www.tk-salon.com/,東京都武蔵野市吉祥寺本町２-８-１１　滝田ビル２Ｆ 
チェアー ヘアスパネイル(Chair hair spa nail),http://chair-hair.net,東京都武蔵野市御殿山１丁目２番地２号　 アレーテ高橋２階 
美容室 プカシェル 吉祥寺店,,東京都武蔵野市吉祥寺南町２-13-13　原ビル１０１ 
アトリエ 喜友名 (atelier),www.atelierkiyunahome.com,東京都武蔵野市吉祥寺本町１-２０-１５　ルイーズビル２０２ 
ラッシェル プレジール(Rushell plaisir),http://rushell.com/,東京都武蔵野市吉祥寺本町２-13-11　アイビル2F 
ジュイール(jouir),http://jouirhairdesign.com/,東京都武蔵野市吉祥寺本町１－２３－１　２Ｆ 
ヘアーアンドメイク ダラハ(hair&make dallaha),http://www.dallaha.com/,東京都武蔵野市吉祥寺東町２-17-1　吉祥寺マンション103 
タバサ(tabasa),http://www.tabasa-hair.com,東京都武蔵野市吉祥寺東町１-６－１２エトワール１Ｆ 
フィール(feel),http://www.feel-online.com/,東京都武蔵野市吉祥寺本町２－１７－２マリオンワン 
アティコ 吉祥寺店(attico),http://attico.jp,東京都武蔵野市吉祥寺本町１-13-10　7F 
松本平太郎美容室 吉祥寺パート3,http://www.mhb.co.jp,東京都武蔵野市吉祥寺本町１-９－８　アソルティビル3Ｆ 
タヤ 東急百貨店吉祥寺店(TAYA),http://tayanet.jp/ta/140/,東京都武蔵野市吉祥寺本町２-3-1 東急百貨店 9F 
ネロ(nero),http://www.nero-hair.com,東京都武蔵野市吉祥寺本町１-7-3横田ビルＢ1Ｆ 
ゼンコー 吉祥寺店(ZENKO),http://www.zenko-hair.com/,東京都武蔵野市吉祥寺本町１‐２‐８　レモンビル３Ｆ 
ソロ(SOLO),http://www.solo-kichi.jp,東京都武蔵野市吉祥寺南町２-3-8 
チップタップ 吉祥寺店(tip top),http://www.tiptop-jp.com/kichijoji,東京都武蔵野市吉祥寺南町１-9-6  2F 
ａｃｖｏｏ　【エクボ】　 2月中旬～下旬  New Open！,,東京都武蔵野市吉祥寺本町１-32-2 
リシェス(RICHESSE),http://hair-richesse.com/,東京都武蔵野市御殿山１-1-2　ARAIKICHIJOJI BLD 8F 
